Riesgo->F:ISO_3166_1_alpha2_to_lugar(lugar);A:peligro(512);probabilidad;texto;text;A:fechaActivacion(2017-07-27);A:caducidad(-1);A:formulaDisipacion(Homogenea)
AF;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 30 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
AL;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 56 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
DZ;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 38 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
AD;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 70 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
AO;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 38 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
AG;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 63 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
AR;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 63 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
AM;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 47 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
AU;Probably_not;El riesgo de Contaminación atmosférica o polución en el país se encuentra por debajo de la media del resto de países del mundo. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 82 sobre 100, siendo 0 el peor resultado y 100 el mejor.;The risk of Air Pollution in the country is below the average of other countries in the world.
AT;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 57 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
AZ;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 42 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
BH;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 26 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
BD;Probable;El riesgo de Contaminación atmosférica o polución en el país el alto, se encuentra por encima de la media del resto de países. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 13 sobre 100, siendo 0 el peor resultado y 100 el mejor.;The country's high Air Pollution risk is above the average in other countries.
BB;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 61 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
BY;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 52 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
BE;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 59 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
BZ;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 45 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
BJ;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 38 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
BT;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 26 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
BO;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 44 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
BA;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 30 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
BW;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 56 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
BR;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 67 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
BN;Probably_not;El riesgo de Contaminación atmosférica o polución en el país se encuentra por debajo de la media del resto de países del mundo. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 86 sobre 100, siendo 0 el peor resultado y 100 el mejor.;The risk of Air Pollution in the country is below the average of other countries in the world.
BG;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 44 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
BF;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 35 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
BI;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 32 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
KH;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 43 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
CM;Probable;El riesgo de Contaminación atmosférica o polución en el país el alto, se encuentra por encima de la media del resto de países. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 21 sobre 100, siendo 0 el peor resultado y 100 el mejor.;The country's high Air Pollution risk is above the average in other countries.
CA;Probably_not;El riesgo de Contaminación atmosférica o polución en el país se encuentra por debajo de la media del resto de países del mundo. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 78 sobre 100, siendo 0 el peor resultado y 100 el mejor.;The risk of Air Pollution in the country is below the average of other countries in the world.
CV;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 36 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
CF;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 31 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
TD;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 31 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
CL;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 52 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
CN;Probable;El riesgo de Contaminación atmosférica o polución en el país el alto, se encuentra por encima de la media del resto de países. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 25 sobre 100, siendo 0 el peor resultado y 100 el mejor.;The country's high Air Pollution risk is above the average in other countries.
CO;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 56 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
KM;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 57 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
CG;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 28 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
CR;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 53 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
CI;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 49 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
HR;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 51 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
CU;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 56 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
CY;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 55 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
CZ;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 51 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
CD;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 31 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
DK;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 68 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
DJ;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 30 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
DM;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 63 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
DO;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 53 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
EC;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 64 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
EG;Probable;El riesgo de Contaminación atmosférica o polución en el país el alto, se encuentra por encima de la media del resto de países. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 8 sobre 100, siendo 0 el peor resultado y 100 el mejor.;The country's high Air Pollution risk is above the average in other countries.
SV;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 37 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
GQ;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 31 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
ER;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 33 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
EE;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 72 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
ET;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 38 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
FM;Probably_not;El riesgo de Contaminación atmosférica o polución en el país se encuentra por debajo de la media del resto de países del mundo. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 77 sobre 100, siendo 0 el peor resultado y 100 el mejor.;The risk of Air Pollution in the country is below the average of other countries in the world.
FJ;Probably_not;El riesgo de Contaminación atmosférica o polución en el país se encuentra por debajo de la media del resto de países del mundo. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 76 sobre 100, siendo 0 el peor resultado y 100 el mejor.;The risk of Air Pollution in the country is below the average of other countries in the world.
FI;Probably_not;El riesgo de Contaminación atmosférica o polución en el país se encuentra por debajo de la media del resto de países del mundo. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 77 sobre 100, siendo 0 el peor resultado y 100 el mejor.;The risk of Air Pollution in the country is below the average of other countries in the world.
FR;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 65 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
GA;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 35 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
GE;Fifty_fifty;Existe riesgo de Contaminación atmosférica o polución en el país. Según estudio elaborado por la Asamblea General de la ONU, dentro de los Objetivos de Desarrollo Sostenible (SDGs), estableció en 2015 para este país, un indicador de 52 sobre 100, siendo 0 el peor resultado y 100 el mejor.;There is a risk of Air Pollution in the country.
